term,estimate,std.error,statistic,p.value
(Intercept),-5.352140597450398,15.162399376852168,-0.35298770758019327,0.7273122339297914
region_factorNorthern,3.5008200503752205,2.2854930624162852,1.5317570234381104,0.1392225708701917
region_factorOther,-2.8364261321316366,3.3081267404663492,-0.8574115669255717,0.40006383535520307
region_factorSouthern,5.173764352897819,2.233163300206785,2.316787291112451,0.02977269036080883
region_factorWestern,0.0686010204539212,2.2440520074619092,0.030570156228915138,0.9758760715366138
mean_battery_capacity,2.5984413608782897,1.082179493310499,2.4011186470826473,0.024824631487810014
