variable,lmg_contribution,lmg_percent
mass,0.9105349225303536,91.05349225303536
eds,0.06874857366081018,6.8748573660810175
aer,0.013471389760321754,1.3471389760321755
region_numeric,0.007245114048514498,0.7245114048514498
