dataset,n_vehicles,mean_energy,median_energy,sd_energy,q25_energy,q75_energy,mean_eds,median_eds,sd_eds,q25_eds,q75_eds
Fleet (OBFCM),265603,22.595026123007475,21.646496593871746,5.801282456043361,18.972437792790075,25.21689881277165,30.53597994173011,28.13807531380753,20.356541920726254,13.62630655999708,44.71780392034479
