Model,Train_R2,Test_R2,Test_Adj_R2,Test_RMSE,Test_MAE,Test_MAPE,N_Predictors,Variables_Used,Selection_Method
"Linear Model (Baseline, 26 vars, multicollinearity reduced)",0.5699,0.5665,0.5662,3.8363,2.6795,12.81,26,"mass, aer, eds, battery_capacity, engine_displacement, vehicle_length, vehicle_width, vehicle_height, registration_year, max_passengers, prices, fuel_type_numeric, region_numeric, segment_numeric, oem_numeric, make_numeric, vehicle_body_numeric, power_to_weight, range_efficiency, aer_squared, eds_squared, power_aer_interaction, power_eds_interaction, country_mass_interaction, country_aer_interaction, country_eds_interaction",VIF-based selection to reduce multicollinearity
