r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.4096817952796465,0.2813517507752218,4.13438083689316,3.1924074900910764,0.024722966628142645,5,-78.94888388246721,171.89776776493443,181.46883857483974,393.14141280279586,23,29
